"Name";"RegisteredAddress";"Type";"Date";"Year";"Province";"City";"District";"Industry";"InsuredNum";"InsuredDivision";"RegisteredCaptital";"CaptitalDivision";"Status";"FormerName";"CommunicationAddress";"TaxpayerID";"RegisterationID";"OrganizationID";"Introduction";"BusinessScope";"ListedorNot";"ListingType";"Abbreviation";"StockCode";"Products"
"陕西亚成微电子股份有限公司";"陕西省西安市高新区上林苑一路15号光子芯片硬科技企业社区6幢";"股份有限公司（非上市、自然人投资或控股）";"2003-09-19 00:00:00";2003.0;"陕西省";"西安市";"-";"电气机械和器材制造业";"174";"大于等于1百，小于5百";"3858.4709万人民币";"一千万（含）至五千万";"存续";"陕西寰宇企业管理咨询有限公司，陕西亚成微电子有限责任公司";"陕西省西安市高新区上林苑一路15号光子芯片硬科技企业社区6幢";"9161000075214690X0";"75214690-X";"75214690-X";"陕西亚成微电子股份有限公司 （曾用名：陕西寰宇企业管理咨询有限公司） ，成立于2003年，位于陕西省西安市，是一家以从事电气机械和器材制造业为主的企业。企业注册资本3858.4709万人民币，超过了89%的陕西省同行，实缴资本1200万人民币，并已于2022年完成了定向增发，交易金额5000万人民币。";"集成电路设计及系统产品的生产、销售；电子产品的开发与销售；计算机软件的开发与销售；电子元器件及组件的开发、生产与销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）";"是";"A股";"亚成微";"430552";"汽车电子；射频通讯电源系统；电源管理芯片；功率器件；照明驱动芯片；模组封装类产品"
"陕西裕泰电子科技有限公司";"陕西省西安市雁塔区科技路195号世纪颐园A座12A07室";"有限责任公司（自然人投资或控股）";"2015-05-26 00:00:00";2015.0;"陕西省";"西安市";"雁塔区";"商务服务业";"9";"10以下";"200万人民币";"一百万（含）至五百万";"存续";"陕西英赛尔电子科技有限公司";"陕西省西安市雁塔区科技路195号世纪颐园A座12A06室";"916101313337885291";"33378852-9";"33378852-9";"陕西裕泰电子科技有限公司 （曾用名：陕西英赛尔电子科技有限公司） ，成立于2015年，位于陕西省西安市，是一家以从事商务服务业为主的企业。企业注册资本200万人民币，超过了59%的陕西省同行，实缴资本30万人民币。";"一般项目：电子产品销售；集成电路芯片及产品销售；电子元器件批发；电子元器件与机电组件设备销售；智能仪器仪表销售；半导体器件专用设备销售；半导体分立器件销售；半导体照明器件销售；电容器及其配套设备销售；光电子器件销售；光缆销售；电线、电缆经营；汽车零配件批发；通讯设备销售；机械电气设备销售；软件销售；建筑装饰材料销售；日用百货销售；智能控制系统集成；货物进出口；进出口代理；租赁服务（不含许可类租赁服务）；港口理货；技术进出口；电子元器件零售；计算机软硬件及外围设备制造；电力电子元器件销售；集成电路芯片及产品制造；其他电子器件制造；电子测量仪器销售；电子专用材料销售；电子真空器件销售；电子专用设备销售；计算机软硬件及辅助设备零售；先进电力电子装置销售；计算机软硬件及辅助设备批发。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：保税物流中心经营；出口监管仓库经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）";"否";"-";"裕泰电子";"-";"集成电路芯片；电子元器件"
"陕西英赛尔商贸有限责任公司";"陕西省西安市雁塔区科技路195号世纪颐园A座12A06室";"有限责任公司（自然人投资或控股）";"2003-07-14 00:00:00";2003.0;"陕西省";"西安市";"雁塔区";"零售业";"6";"10以下";"300万人民币";"一百万（含）至五百万";"存续";"-";"西安市科技路195号世纪颐园A座12A06室";"916100007521116512";"75211165-1";"75211165-1";"陕西英赛尔商贸有限责任公司，成立于2003年，位于陕西省西安市，是一家以从事零售业为主的企业。企业注册资本300万人民币，超过了73%的陕西省同行，实缴资本60万人民币。";"一般项目：电子产品销售；集成电路芯片及产品销售；电子元器件批发；电子元器件与机电组件设备销售；智能仪器仪表销售；半导体器件专用设备销售；半导体分立器件销售；半导体照明器件销售；电容器及其配套设备销售；光电子器件销售；光缆销售；电线、电缆经营；汽车零配件批发；通讯设备销售；机械电气设备销售；软件销售；建筑装饰材料销售；日用百货销售；智能控制系统集成；货物进出口；进出口代理；租赁服务（不含许可类租赁服务）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）";"否";"-";"英赛尔";"-";"电子元器件"
"上海壁仞集成电路有限公司";"上海市闵行区浦星公路789号11幢202室";"有限责任公司（外商投资企业法人独资）";"2020-03-31 00:00:00";2020.0;"上海市";"上海市";"闵行区";"商务服务业";"12";"1百以下";"6000万人民币";"五千万（含）至一亿";"存续";"-";"上海市闵行区浦星公路789号11幢202室";"91310112MA1GCX9J17";"MA1GCX9J-1";"MA1GCX9J-1";"上海壁仞集成电路有限公司，成立于2020年，位于上海市，是一家以从事商务服务业为主的企业。企业注册资本6000万人民币，超过了97%的上海市同行，实缴资本6000万人民币。";"一般项目：集成电路芯片设计及服务；集成电路芯片及产品销售；信息系统集成服务；信息技术咨询服务；从事智能化科技、计算机软件科技、信息科技领域内的技术开发、技术服务、技术转让、技术咨询；计算机软硬件及辅助设备批发；物联网技术服务；软件开发；计算机软硬件及辅助设备零售；科技中介服务；信息咨询服务（不含许可类信息咨询服务）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）";"否";"-";"上海壁仞电路";"-";"集成电路芯片"
"上海壁仞科技股份有限公司";"上海市闵行区陈行公路2388号16幢13层1302室";"股份有限公司（港澳台投资、未上市）";"2019-09-09 00:00:00";2019.0;"上海市";"上海市";"闵行区";"软件和信息技术服务业";"437";"大于等于1百，小于5百";"3291.638万人民币";"一千万（含）至五千万";"存续";"上海壁仞智能科技有限公司";"上海市闵行区陈行公路2388号16幢13层1302室";"91310115MA1HATB40R";"MA1HATB4-0";"MA1HATB4-0";"上海壁仞科技股份有限公司 （曾用名：上海壁仞智能科技有限公司） ，成立于2019年，位于上海市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本3291.638万人民币，超过了97%的上海市同行，实缴资本3291.638万人民币，并已于2023年完成了C+轮。";"智能化科技、计算机软件科技、信息科技领域内的技术开发、技术服务、技术转让，集成电路芯片设计及服务，计算机系统集成，计算机软件开发（音像制品，电子出版物除外），计算机软件（音像制品，电子出版物除外）及辅助设备的批发，佣金代理（拍卖除外）和进出口。【依法须经批准的项目，经相关部门批准后方可开展经营活动】";"否";"-";"上海壁仞科技";"-";"GPU芯片"
"上海壁仞信息科技有限公司";"上海市徐汇区永嘉路692号2幢";"有限责任公司（外商投资企业法人独资）";"2020-04-07 00:00:00";2020.0;"上海市";"上海市";"徐汇区";"软件和信息技术服务业";"1";"10以下";"22000万人民币";"一亿（含）至五十亿";"存续";"-";"上海市徐汇区永嘉路692号2幢";"91310104MA1FRKJW7E";"MA1FRKJW-7";"MA1FRKJW-7";"上海壁仞信息科技有限公司，成立于2020年，位于上海市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本22000万人民币，超过了99%的上海市同行，实缴资本4307.344万人民币。";"许可项目：货物进出口；技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：信息系统集成服务；信息技术咨询服务；物联网技术服务；人工智能公共服务平台技术咨询服务；集成电路芯片设计及服务；集成电路芯片及产品销售；软件开发；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；科技中介服务；信息咨询服务（不含许可类信息咨询服务）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。";"否";"-";"上海壁仞信息";"-";"GPU芯片"
"上海新之砾企业发展有限公司";"中国（上海）自由贸易试验区临港新片区环湖西二路888号C楼";"有限责任公司（外商投资企业法人独资）";"2021-09-09 00:00:00";2021.0;"上海市";"上海市";"浦东新区";"商务服务业";"0";"0";"34000万人民币";"一亿（含）至五十亿";"存续";"苏州新岩控股有限公司";"中国（上海）自由贸易试验区临港新片区环湖西二路888号C楼";"91320594MA2723778D";"MA272377-8";"MA272377-8";"上海新之砾企业发展有限公司 （曾用名：苏州新岩控股有限公司） ，成立于2021年，位于上海市，是一家以从事商务服务业为主的企业。企业注册资本34000万人民币，超过了99%的上海市同行，实缴资本9600万人民币。";"一般项目：企业管理咨询；信息技术咨询服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机软硬件及辅助设备批发；组织文化艺术交流活动。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）";"否";"-";"新之砾";"-";"信息技术咨询服务"
"上海英众信息科技有限公司";"上海市松江区施园路66弄1号";"有限责任公司（中外合资）";"2013-05-23 00:00:00";2013.0;"上海市";"上海市";"松江区";"专业技术服务业";"264";"大于等于1百，小于5百";"4000万人民币";"一千万（含）至五千万";"存续";"-";"上海市松江区施园路66号";"913101120693489293";"06934892-9";"06934892-9";"上海英众信息科技有限公司，成立于2013年，位于上海市，是一家以从事专业技术服务业为主的企业。企业注册资本4000万人民币，超过了97%的上海市同行，实缴资本4000万人民币，并已于2022年完成了C轮，交易金额1亿美元。";"从事信息科技、计算机科技、电子科技、数码科技领域内的技术开发、技术咨询、技术服务、技术转让，电子产品、通讯器材、仪器仪表、电子元器件、计算机、软件及辅助设备（除计算机信息系统安全专用产品）批发、进出口、佣金代理（拍卖除外），软件开发，电子产品制造加工。【依法须经批准的项目，经相关部门批准后方可开展经营活动】";"否";"-";"英众信息";"-";"计算机及配套产品"
"深圳嘉思博科技有限公司";"深圳市龙岗区龙岗街道南联社区龙岗大道（龙岗段）6001号海航国兴花园南苑6AB栋B601G";"有限责任公司";"2012-05-08 00:00:00";2012.0;"广东省";"深圳市";"龙岗区";"批发业";"0";"0";"10万人民币";"一百万以下";"存续";"-";"深圳市龙岗区龙岗街道南联社区龙岗大道（龙岗段）6001号海航国兴花园南苑6AB栋B601G";"91440300595653122J";"59565312-2";"59565312-2";"深圳嘉思博科技有限公司，成立于2012年，位于广东省深圳市，是一家以从事批发业为主的企业。企业注册资本10万人民币，超过了35%的广东省同行。";"电子产品、数码产品的技术开发与购销；国内贸易（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）；货物及技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营）。五金产品批发；五金产品零售；五金产品研发；食用农产品批发；食用农产品零售；服装服饰批发；服装服饰零售；针纺织品销售；针纺织品及原料销售；日用百货销售；体育用品及器材批发；体育用品及器材零售；户外用品销售；劳保用品批发；成人情趣用品销售（不含药品、医疗器械）；个人卫生用品销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；第一类医疗器械销售。汽车零配件批发；汽车零配件零售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）^五金产品制造；塑胶表面处理；第二类医疗器械销售；电子烟零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）";"否";"-";"嘉思博";"-";"无人机产品"
"深圳市道通智能航空技术股份有限公司";"深圳市南山区桃源街道长源社区学苑大道1001号南山智园B1栋601、701、801、901";"其他股份有限公司（非上市）";"2014-05-29 00:00:00";2014.0;"广东省";"深圳市";"南山区";"航空运输业";"587";"大于等于5百，小于1千";"15908.3536万人民币";"一亿（含）至五十亿";"存续";"深圳市道通智能航空技术有限公司";"深圳市南山区桃源街道长源社区学苑大道1001号南山智园B1栋601、701、801、901";"91440300306077254B";"30607725-4";"30607725-4";"深圳市道通智能航空技术股份有限公司 （曾用名：深圳市道通智能航空技术有限公司） ，成立于2014年，道通科技成员，位于广东省深圳市，是一家以从事航空运输业为主的企业。企业注册资本15908.3536万人民币，超过了97%的广东省同行，实缴资本15908.3536万人民币，并已于2021年完成了Pre-IPO。";"一般经营项目是：民用航空电子设备、自动控制设备、民用无人驾驶航空器、无线电数据传输系统、拍摄装备、摄像机产品、电子元器件、计算机软件应用的技术开发、批发；经营进出口业务；软件技术信息咨询; 房屋租赁，物业管理，水电暖供应，通信管网出租及维护。智能无人飞行器制造；智能无人飞行器销售；信息技术咨询服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：民用航空电子设备、自动控制设备、民用无人驾驶航空器、无线电数据传输系统、拍摄装备、摄像机产品、电子元器件、计算机软件的生产 。";"否";"-";"道通智能";"-";"无人机产品"
"深圳市东鹏尚电子有限公司";"深圳市福田区华强北街道荔村社区华强北路2006号华联发大厦5层532室";"有限责任公司";"2008-06-13 00:00:00";2008.0;"广东省";"深圳市";"福田区";"科技推广和应用服务业";"-";"-";"500万人民币";"五百万（含）至一千万";"存续";"-";"深圳市福田区华强北街道华航社区振兴路144号上步工业区205栋5A14";"91440300674808321E";"67480832-1";"67480832-1";"深圳市东鹏尚电子有限公司，成立于2008年，位于广东省深圳市，是一家以从事科技推广和应用服务业为主的企业。企业注册资本500万人民币，超过了79%的广东省同行，实缴资本50万人民币。";"通信产品系统集成软件的技术开发，电子产品的技术开发与销售，电器产品的购销及其他国内商业、物资供销业。电子产品销售；电子元器件批发；电子元器件零售；网络设备销售；通讯设备销售；计算机软硬件及辅助设备零售；太阳能热发电产品销售；太阳能热发电装备销售；金属成形机床销售；包装材料及制品销售；生态环境材料销售；五金产品批发；五金产品零售；配电开关控制设备销售；电器辅件销售；金属工具销售；电工器材销售；光伏设备及元器件销售；电线、电缆经营；模具销售；泵及真空设备销售；阀门和旋塞销售；机械零件、零部件销售；防腐材料销售；保温材料销售；环境保护专用设备销售；光纤销售；光缆销售；化工产品销售（不含许可类化工产品）；其他化工产品批发；橡胶制品销售；生态环境监测及检测仪器仪表销售；电子元器件与机电组件设备销售；电子测量仪器销售；电力电子元器件销售；试验机销售；导航、测绘、气象及海洋专用仪器销售；光伏发电设备租赁；3D打印基础材料销售；合成材料销售；油墨销售（不含危险化学品）；功能玻璃和新型光学材料销售；工程塑料及合成树脂销售；高性能纤维及复合材料销售；金属基复合材料和陶瓷基复合材料销售；软磁复合材料销售；软件销售；软件开发；通信设备销售；国内贸易代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）^技术进出口；货物进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）";"否";"-";"东鹏尚电子";"-";"电子元器件"
"深圳市华源世通科技有限公司";"深圳市福田区华强北街道福强社区华强北路1002号赛格广场3203AB室";"有限责任公司（自然人独资）";"2006-06-12 00:00:00";2006.0;"广东省";"深圳市";"福田区";"批发业";"0";"0";"100万人民币";"一百万（含）至五百万";"存续";"-";"深圳市福田区华强北街道福强社区华强北路1002号赛格广场3203AB室";"914403007904513828";"79045138-2";"79045138-2";"深圳市华源世通科技有限公司，成立于2006年，位于广东省深圳市，是一家以从事批发业为主的企业。企业注册资本100万人民币，超过了63%的广东省同行，实缴资本100万人民币。";"电子产品的购销及国内商业、物资供销业（不含专营、专控、专卖商品）；从事货物、技术进出口业务（不含分销、国家专营专控商品）。^";"否";"-";"华源世通";"-";"电子元器件"
"深圳市佳创伟业科技有限公司";"深圳市福田区华强北街道华航社区振华路163号飞亚达大厦西座518";"有限责任公司";"2012-07-25 00:00:00";2012.0;"广东省";"深圳市";"福田区";"批发业";"3";"10以下";"50万人民币";"一百万以下";"存续";"-";"深圳市福田区华强北街道华航社区深南中路3006号佳和华强大厦A座27层01";"91440300050471791L";"05047179-1";"05047179-1";"深圳市佳创伟业科技有限公司，成立于2012年，位于广东省深圳市，是一家以从事批发业为主的企业。企业注册资本50万人民币，超过了52%的广东省同行，实缴资本50万人民币。";"电子产品、电子元器件、仪器仪表及其周边产品的技术开发与销售，国内贸易（以上均不含法律、行政法规、国务院决定规定在登记前须经批准的项目）；经营进出口业务（法律、行政法规规定禁止的项目除外；法律、行政法规规定限制的项目须取得许可证后方可经营）。^";"否";"-";"佳创伟业";"-";"电子元器件"
"深圳市卡斯普科技有限公司";"深圳市宝安区沙井街道新二社区庄村路50号B栋802";"有限责任公司（自然人独资）";"2009-08-10 00:00:00";2009.0;"广东省";"深圳市";"宝安区";"软件和信息技术服务业";"-";"-";"200万人民币";"一百万（含）至五百万";"存续";"-";"深圳市宝安区沙井街道新二社区庄村路50号B栋802";"914403006925168328";"69251683-2";"69251683-2";"深圳市卡斯普科技有限公司，成立于2009年，位于广东省深圳市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本200万人民币，超过了74%的广东省同行，实缴资本200万人民币。";"计算机软硬件的技术开发；汽车配件、汽车电子、汽车电动门、汽车液晶仪表、汽车倒车影像、行车记录仪、汽车安全与防盗设备、车载显示器、汽车多媒体、汽车音响、汽车功放、汽车智能系统的技术开发与销售；物业服务；自有物业租赁；不动产租赁服务；国内贸易；货物及技术进出口。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）^车载导航的生产加工；汽车配件、汽车电子、汽车电动门、汽车液晶仪表、汽车倒车影像、行车记录仪、汽车安全与防盗设备、车载显示器、汽车多媒体、汽车音响、汽车功放、汽车智能系统的生产。";"否";"-";"卡斯普";"-";"汽车音影；汽车智能导航"
"深圳市诺普迅电子科技有限公司";"深圳市福田区福田街道福南社区深南中路3027号嘉汇新城汇商中心3808";"有限责任公司";"2016-07-19 00:00:00";2016.0;"广东省";"深圳市";"福田区";"计算机、通信和其他电子设备制造业";"4";"10以下";"100万人民币";"一百万（含）至五百万";"存续";"-";"深圳市福田区福田街道福南社区深南中路3027号嘉汇新城汇商中心3808";"91440300MA5DGMHB3T";"MA5DGMHB-3";"MA5DGMHB-3";"深圳市诺普迅电子科技有限公司，成立于2016年，位于广东省深圳市，是一家以从事计算机、通信和其他电子设备制造业为主的企业。企业注册资本100万人民币，超过了49%的广东省同行。";"电子产品、电子数码产品、集路电板、电子元器件、LED照明产品的技术研发、技术服务与销售；经营电子商务（涉及前置性行政许可的，须取得前置性行政许可文件后方可经营）；国内贸易，货物及技术进出口。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）^电子产品、电子数码产品、集路电板、电子元器件、LED照明产品的加工、组装。";"否";"-";"诺普迅";"-";"电子元器件"
"深圳市森拓半导体有限公司";"深圳市福田区华强北街道华航社区中航路7号鼎诚国际大厦808-908";"有限责任公司";"2023-01-03 00:00:00";2023.0;"广东省";"深圳市";"福田区";"批发业";"-";"-";"100万人民币";"一百万（含）至五百万";"存续";"-";"深圳市福田区华强北街道华航社区中航路7号鼎诚国际大厦808-908";"91440300MA5HM9FYXX";"MA5HM9FY-X";"MA5HM9FY-X";"深圳市森拓半导体有限公司，成立于2023年，位于广东省深圳市，是一家以从事批发业为主的企业。企业注册资本100万人民币，超过了63%的广东省同行。";"一般经营项目是：电子元器件批发；电子元器件零售；电力电子元器件销售；电子元器件与机电组件设备销售；半导体分立器件销售；半导体照明器件销售；半导体器件专用设备销售；电子产品销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：无";"否";"-";"森拓半导体";"-";"半导体"
"深圳市深创辉科技有限公司";"深圳市福田区华强北街道华航社区振华路118号华丽大院2栋6层602";"有限责任公司（自然人独资）";"2004-08-12 00:00:00";2004.0;"广东省";"深圳市";"福田区";"计算机、通信和其他电子设备制造业";"-";"-";"500万人民币";"五百万（含）至一千万";"存续";"-";"深圳市福田区华强北街道华航社区振华路118号华丽大院2栋6层602";"91440300764992003P";"76499200-3";"76499200-3";"深圳市深创辉科技有限公司，成立于2004年，位于广东省深圳市，是一家以从事计算机、通信和其他电子设备制造业为主的企业。企业注册资本500万人民币，超过了80%的广东省同行，实缴资本230万人民币。";"电子产品、电子元器的技术开发与销售，国内商业、物资供销业、货物及技术进出口业务。（以上不含限制项目及专营、专控、专卖商品）（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）^";"否";"-";"深创辉";"-";"数据通信产品"
"深圳市鑫景福科技有限公司";"深圳市宝安区福海街道新和社区富桥三区龙辉工业园6号厂房101、201";"有限责任公司";"2012-04-01 00:00:00";2012.0;"广东省";"深圳市";"宝安区";"计算机、通信和其他电子设备制造业";"-";"-";"1000万人民币";"一千万（含）至五千万";"存续";"深圳市景福线路板有限公司";"深圳市宝安区福海街道新和社区富桥三区龙辉工业园6号厂房101、201";"91440300593037887H";"59303788-7";"59303788-7";"深圳市鑫景福科技有限公司 （曾用名：深圳市景福线路板有限公司） ，成立于2012年，位于广东省深圳市，是一家以从事计算机、通信和其他电子设备制造业为主的企业。企业注册资本1000万人民币，超过了89%的广东省同行，实缴资本100万人民币。";"一般经营项目是：高精度SMT贴片、汽车电子产品、智能家居、工业控制及通讯设备、电子产品（线路板装配和整机）的研发、销售和相应的技术服务；电子元器件、线路板、五金配件、模具的技术开发与销售；国内贸易、货物及技术进出口。（法律、行政法规或者国务院 决定禁止和规定在登记前须经批准的项目除外）；非居住房地产租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：高精度SMT贴片、汽车电子产品、医疗电子产品、智能家居、工业控制及通讯设备、电子产品（线路板装配和整机）的生产与装配测试；医疗电子产品的销售。物业管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）";"否";"-";"鑫景福";"-";"线路板"
"深圳市亿创芯科技有限公司";"深圳市福田区深南路佳和华强大厦A座第30层08.09";"有限责任公司（自然人投资或控股）";"2012-02-29 00:00:00";2012.0;"广东省";"深圳市";"福田区";"专业技术服务业";"-";"-";"50万人民币";"一百万以下";"存续";"-";"深圳市福田区深南路佳和华强大厦A座第30层08.09";"91440300590715582J";"59071558-2";"59071558-2";"深圳市亿创芯科技有限公司，成立于2012年，位于广东省深圳市，是一家以从事专业技术服务业为主的企业。企业注册资本50万人民币，超过了33%的广东省同行。";"电子产品、电子元器件、发光二极管、发光三极管、电脑配件及其周边产品的技术开发与销售；国内贸易；货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）^";"否";"-";"亿创芯";"-";"电子元器件"
"深圳市真价科技有限公司";"深圳市宝安区新桥街道上星社区上星路万科星城商业中心2栋2206A";"有限责任公司";"2014-03-06 00:00:00";2014.0;"广东省";"深圳市";"宝安区";"零售业";"-";"-";"100万人民币";"一百万（含）至五百万";"存续";"-";"深圳市南山区桃源街道长源社区学苑大道1001号南山智园C2栋508-1";"91440300088528191Q";"08852819-1";"08852819-1";"深圳市真价科技有限公司，成立于2014年，位于广东省深圳市，是一家以从事零售业为主的企业。企业注册资本100万人民币，超过了87%的广东省同行。";"电子产品、通讯设备产品、手机配件、五金制品、塑胶制品、皮具用品和工艺礼品的技术开发与销售；国内贸易；货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须批准的项目除外）；日用品销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）^货物进出口；技术进出口；在线数据处理与交易处理业务（经营类电子商务）。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）";"否";"-";"真价科技";"-";"手机周边配件"
"深圳斯彼得工业材料有限公司";"深圳市龙岗区龙岗街道南联社区银翠路6号满京华喜悦里华庭二期12座409";"有限责任公司";"2010-04-22 00:00:00";2010.0;"广东省";"深圳市";"龙岗区";"批发业";"0";"0";"2000万人民币";"一千万（含）至五千万";"存续";"-";"深圳市龙岗区龙岗街道南联社区银翠路6号满京华喜悦里华庭二期12座409";"914403005538923791";"55389237-9";"55389237-9";"深圳斯彼得工业材料有限公司，成立于2010年，位于广东省深圳市，是一家以从事批发业为主的企业。企业注册资本2000万人民币，超过了98%的广东省同行，实缴资本200万人民币。";"一般经营项目是：工业材料、机械设备及配件、五金制品、建筑材料、装饰材料的销售（不含再生资源回收经营）；国内贸易，货物及技术进出口。（法律、行政法规或者国务院决定禁止和规定在登记前须经批准的项目除外），许可经营项目是：";"否";"-";"斯彼得材料";"-";"水切割配件"
"深圳一电航空技术有限公司";"深圳市福田区华富街道新田社区深南大道1006号深圳国际创新中心（福田科技广场）A栋十八层";"有限责任公司";"2013-09-02 00:00:00";2013.0;"广东省";"深圳市";"福田区";"航空运输业";"-";"-";"11705.0333万人民币";"一亿（含）至五十亿";"存续";"深圳壹电航空技术有限公司";"深圳市福田区华富街道新田社区深南大道1006号深圳国际创新中心（福田科技广场）A栋十八层";"9144030007751937X0";"07751937-X";"07751937-X";"深圳一电航空技术有限公司 （曾用名：深圳壹电航空技术有限公司） ，成立于2013年，一电科技成员，位于广东省深圳市，是一家以从事航空运输业为主的企业。企业注册资本11705.0333万人民币，超过了97%的广东省同行，并已于2019年完成了A轮。";"执法记录仪产品、警用拍摄装备及器材、无线影音传输产品、电子产品、拍摄装备、摄像机产品、安防产品、无人飞行器系统及设备、飞行器、飞行汽车、有人驾驶飞机、有人驾驶飞行器、卫星、直升机、自转旋翼飞机、航空电子设备、手机、计算机软件的研发与销售；航空拍摄、空中拍照、表演飞行；无人机教育培训、无人机通讯指挥车及控制指挥平台、民用航空器设计；芯片设计、销售；投资兴办实业（具体项目另行申报）；经济信息咨询（不含信托、证券、期货、保险及其它金融业务）；货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）^民用航空器、执法记录仪产品、警用拍摄装备及器材、无线影音传输产品、电子产品、拍摄装备、摄像机产品、安防产品、无人飞行器系统及设备、飞行器、有人驾驶飞机、卫星、直升机、自转旋翼飞机、航空电子设备、民用航空器、手机、计算机软件的生产。芯片生产；增值电信业务（互联网信息服务业务）。";"否";"-";"一电航空";"-";"飞行器系统；无人机系统"
"深圳一电科技有限公司";"深圳市福田区华强北路现代之窗大厦B座10B-1";"有限责任公司";"2005-04-18 00:00:00";2005.0;"广东省";"深圳市";"福田区";"批发业";"-";"-";"20618.5567万人民币";"一亿（含）至五十亿";"存续";"深圳市一电科技有限公司，深圳爱意无线科技有限公司";"深圳市福田区华强北路现代之窗大厦B座10B-1";"914403007741004944";"77410049-4";"77410049-4";"深圳一电科技有限公司 （曾用名：深圳爱意无线科技有限公司） ，成立于2005年，一电科技成员，位于广东省深圳市，是一家以从事批发业为主的企业。企业注册资本20618.5567万人民币，超过了99%的广东省同行，实缴资本20000万人民币。";"一般经营项目是：金属新材料、非金属新材料的技术开发与销售；国内贸易；无线影音传输产品、电子产品、拍摄装备、摄像机产品、安防产品、无人飞行器系统、飞行器、飞行汽车、有人驾驶飞机、有人驾驶飞行器、卫星、直升机、自转旋翼飞机、航空电子设备及设备、手机的技术开发与销售，计算机软件的技术开发、购销；无人机的技术服务、技术咨询；芯片的设计、销售；经营进出口业务；信息咨询；投资兴办实业（具体项目另行申报）；自有房屋租赁。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：执法记录仪产品、警用装备及器材的研发、生产与销售；无线影音传输产品、电子产品、拍摄装备、摄像机产品、安防产品、无人飞行器系统、飞行器、有人驾驶飞机、卫星、直升机、自转旋翼飞机、航空电子设备及设备、手机、芯片的生产；增值电信业务（互联网信息服务业务）。";"否";"-";"一电科技";"-";"无人机系统；高端智能光电系统"
